Edition,Publisher,Base/Expansion,Deck,Number,Type,Player(s),Name,Cost,VPs,Prerequisites,Passing Left,Card Category (Revised only),Text
Revised,Mayfair,WizKids Yellow Expansion,C,42,Minor Improvement,,Ravenous Hunger,1 Grain,,,,Goods Provider,"Immediately after each time you use the ""Vegetable Seeds"" action space, you can place another person on an accumulation space and get 1 additional good of the accumulating type."
Revised,Mayfair,WizKids Yellow Expansion,C,74,Minor Improvement,,Private Forest,2 Food,,1 Occupation,,Building Resource Provider,"Place 1 wood on each remaining even-numbered round space. At the start of these rounds, you get the wood."
Revised,Mayfair,WizKids Yellow Expansion,C,119,Occupation,1+,Skillful Renovator,,,,,Building Resource Provider,"When you play this card, you immediately get 1 wood and 1 clay. Each time after you renovate, you get a number of wood equal to the number of people you placed that round."
Revised,Mayfair,WizKids Yellow Expansion,C,123,Occupation,1+,Freemason,,,,,Building Resource Provider,"As long as you live in a clay/stone house with exactly 2 rooms, at the start of each work phase, you get 2 clay/stone."
Revised,Mayfair,WizKids Yellow Expansion,C,167,Occupation,4+,Cattle Buyer,,,,,Livestock Provider,"Each time another player uses the ""Fencing"" action space, you can buy exactly 1 sheep/wild boar/cattle from the general supply for 1/2/2 food."
Revised,Mayfair,WizKids Yellow Expansion,D,10,Minor Improvement,,Stork's Nest,1 Reed,,5 Occupations,,Farm Planner,"In the returning home phase of each round, if you have more rooms than people, you can pay 1 food to take a ""Family Growth"" action."
Revised,Mayfair,WizKids Yellow Expansion,D,12,Minor Improvement,,Milking Place,1 Grain,1,,,Farm Planner,"In the feeding phase of each harvest, you get 1 food. You can no longer hold animals in your house (not even via another card)."
Revised,Mayfair,WizKids Yellow Expansion,D,29,Minor Improvement,,Muck Rake,1 Wood,,,,Points Provider,"During scoring, you get 1 bonus point for exactly 1 unfenced stable holding exactly 1 sheep. The same applies to wild boar and cattle, if held in different unfenced stables."
Revised,Mayfair,WizKids Yellow Expansion,D,45,Minor Improvement,,Sheep Well,2 Stone,2,,,Food Provider,"Place 1 food on each of the next round spaces, up to the number of sheep you have. At the start of these rounds, you get the food."
Revised,Mayfair,WizKids Yellow Expansion,D,69,Minor Improvement,,Small Greenhouse,2 Wood,1,1 Occupation,,Crop Provider,"Add 4 and 7 to the current round and place 1 vegetable on each corresponding round space. At the start of these rounds, you can buy the vegetable for 1 food."
Revised,Mayfair,WizKids Yellow Expansion,D,88,Occupation,1+,Millwright,,,,,Farm Planner,"You immediately get 1 grain. Each time you build fences, stables, and rooms, or renovate your house, you can replace up to 2 building resources of any type with 1 grain each."
Revised,Mayfair,WizKids Yellow Expansion,D,89,Occupation,1+,Stablehand,,,,,Farm Planner,"Each time you build at least 1 fence, you can also build a stable without paying wood for the stable."
Revised,Mayfair,WizKids Yellow Expansion,D,96,Occupation,1+,Furnisher,,,,,Actions Booster,"When you play this card, you immediately get 2 wood. After each new room you build, you can build or play 1 improvement for 1 wood less."
Revised,Mayfair,WizKids Yellow Expansion,D,101,Occupation,1+,Sugar Baker,,,,,Points Provider,"Each time after you use the ""Grain Utilization"" action space, you can buy 1 bonus point for 1 food. Place the food on the action space (for the next visitor)."
Revised,Mayfair,WizKids Yellow Expansion,D,108,Occupation,1+,Stone Carver,,,,,Food Provider,"Each harvest, you can use this card to turn exactly 1 stone into 3 food."
Revised,Mayfair,WizKids Yellow Expansion,D,141,Occupation,3+,Seed Seller,,,,,Crop Provider,"When you play this card, you immediately get 1 grain. Each time you use the ""Grain Seeds"" action space, you get 1 additional grain."
Revised,Mayfair,WizKids Yellow Expansion,D,146,Occupation,3+,Porter,,,,,Building Resource Provider,"Each time you take at least 4 of the same building resource from an accumulation space, you get 1additional building resource of the accumulating type and 1 food."
Revised,Mayfair,WizKids Yellow Expansion,D,154,Occupation,4+,Chimney Sweep,,,,,Points Provider,"Renovating to stone costs you 2 stone less. During scoring, you get 1 bonus point for each other player living in a stone house."
Revised,Lookout,Bubulcus Expansion,B,1,Minor Improvement,,Upscale Lifestyle,3 Wood,,,X,Farm Planner,"You immediately get 5 clay and a ""Renovation"" action. If you take the action, you must pay the renovation cost."
Revised,Lookout,Bubulcus Expansion,B,3,Minor Improvement,,Moonshine,,,,X,Actions Booster,"Randomly select an occupation in your hand. Either play it for an occupation cost of 2 food, or give it to the player to your left."
Revised,Lookout,Bubulcus Expansion,B,4,Minor Improvement,,Wood Pile,,,,X,Building Resource Provider,You immediately get a number of wood equal to the number of people you have on accumulation spaces.
Revised,Lookout,Bubulcus Expansion,B,5,Minor Improvement,,Store of Experience,,,,X,Building Resource Provider,"If you have 0-4/5/6/7 occupations left in hand, you immediately get 1 stone/reed/clay/wood."
Revised,Lookout,Bubulcus Expansion,B,6,Minor Improvement,,Excursion to the Quarry,2 Food,,1 Occupation,X,Building Resource Provider,You immediately get a number of stone equal to the number of people you have.
Revised,Lookout,Bubulcus Expansion,B,7,Minor Improvement,,Wage,,,,X,Food Provider,You immediately get 2 food and 1 additional food for each major improvement you have from the bottom row of the supply board.
Revised,Lookout,Bubulcus Expansion,B,9,Minor Improvement,,Beating Rod,,,,X,Goods Provider,You can immediately choose to either get 1 reed or exchange 1 reed for 1 cattle.
Revised,Lookout,Bubulcus Expansion,B,11,Minor Improvement,,Feedyard,"1 Clay,1 Grain",1,,,Farm Planner,"This card can hold 1 animal for each pasture you have, even different types. After the breeding phase of each harvest, you get 1 food for each unused spot on this card."
Revised,Lookout,Bubulcus Expansion,B,12,Minor Improvement,,Stockyard,"1 Wood,1 Stone",1,,,Farm Planner,This card can hold up to 3 animals of the same type. (It is not considered a pasture).
Revised,Lookout,Bubulcus Expansion,B,14,Minor Improvement,,Hawktower,2 Clay,,Play in Round 7 or Before,,Farm Planner,"Place a stone room on round space 12. If you live in a stone house at the start of the round, you can build the stone room at no cost. Otherwise, discard the stone room."
Revised,Lookout,Bubulcus Expansion,B,15,Minor Improvement,,Carpenter's Bench,1 Wood,,,,Farm Planner,"Immediately after each time you use a wood accumulation space, you can use the taken wood (and only that) to build exactly 1 pasture. If you do, one of the fences is free."
Revised,Lookout,Bubulcus Expansion,B,17,Minor Improvement,,Forest Plow,1 Wood,,,,Farm Planner,"Each time you use a wood accumulation space, you can pay 2 wood to plow 1 field. Place the paid wood on the accumulation space (for the next visitor)."
Revised,Lookout,Bubulcus Expansion,B,18,Minor Improvement,,Grassland Harrow,2 Wood,,"2 Occupations, 1 Building Resource in Your Supply",,Farm Planner,"Add 1 to the current round for each building resource in your supply and place 1 field on the corresponding round space. A the start of the round, you can plow the field."
Revised,Lookout,Bubulcus Expansion,B,20,Minor Improvement,,Chain Float,3 Wood,,,,Farm Planner,"Add 7, 8, and 9 to the current round and place 1 field on each corresponding round space. At the start of these rounds, you can plow the field."
Revised,Lookout,Bubulcus Expansion,B,21,Minor Improvement,,Hayloft Barn,3 Wood,,1 Occupation,,Actions Booster,"Place 4 food on this card. Each time you obtain at least 1 grain, you also get 1 food from this card. Once it is empty, you get a ""Family Growth Even without Room"" action."
Revised,Lookout,Bubulcus Expansion,B,22,Minor Improvement,,Walking Boots,,,At Most 4 People,,Actions Booster,"You immediately get 2 food. You must immediately place a person from your supply. If you do, in the next returning home phase, you must remove that person from play."
Revised,Lookout,Bubulcus Expansion,B,23,Minor Improvement,,Final Scenario,,,Round 13 or Before,,Actions Booster,Place the action space card for round 14 face up in front of you. Only you can use it until it is placed on the game board.
Revised,Lookout,Bubulcus Expansion,B,26,Minor Improvement,,Agrarian Fences,,,,,Actions Booster,"Each time you use the ""Grain Utilization"" action space, you can take a ""Build Fences"" action instead of one of the two actions provide by the action space."
Revised,Lookout,Bubulcus Expansion,B,27,Minor Improvement,,Toolbox,1 Wood,,,,Actions Booster,"In the work phase, after each turn in which you build at least 1 room, stable, or fence, you can build the ""Joinery"", ""pottery"", or Basketmaker's Workshop"" major improvement."
Revised,Lookout,Bubulcus Expansion,B,28,Minor Improvement,,Forestry Studies,2 Food,,,,Actions Booster,"Each time after you use the ""Forest"" accumulation space, you can return 2 wood to that space to play 1 occupation without paying an occupation costs."
Revised,Lookout,Bubulcus Expansion,B,29,Minor Improvement,,Cookery Lesson,2 Food,,,,Points Provider,"Each time you use a ""Lesson"" action space and a cooking improvement on the same turn, you get 1 bonus point."
Revised,Lookout,Bubulcus Expansion,B,30,Minor Improvement,,Wood Palisades,1 Food,,,,Points Provider,"Instead of a fence piece, you can place 2 wood from your supply on the fence spaces at the edge of your farmyard. These fence spaces with 2 wood are worth 1 bonus point."
Revised,Lookout,Bubulcus Expansion,B,31,Minor Improvement,,Pottery Yard,,1,Pottery (or an Upgrade Thereof),,Points Provider,"During the scoring, if there are at least 2 orthogonally adjacent unused spaces in your farm, you get 2 bonus points. (You still get the negative points for those unused spaces."
Revised,Lookout,Bubulcus Expansion,B,32,Minor Improvement,,Kettle,1 Clay,,1 Grain Field,,Points Provider,"At any time, you can exchange 1/3/5 grain for 3/4/5 food and 0/1/2 bonus points."
Revised,Lookout,Bubulcus Expansion,B,34,Minor Improvement,,Special Food,,,No Animal,,Points Provider,"The next time you take animals from an accumulation space and accommodate all of them on your farm, you get 1 bonus point for each of these animals."
Revised,Lookout,Bubulcus Expansion,B,35,Minor Improvement,,Hook Knife,1 Wood,,,,Points Provider,"Once this game, when you have 9/8/7/6/5/5 sheep on your farm in a 1-/2-3-/4-/5-/6- player game, you immediately get 2 bonus points."
Revised,Lookout,Bubulcus Expansion,B,37,Minor Improvement,,Grange,,3,6 Field Tiles and All Animal Types,,Points Provider,"When you play this card, you immediately get 1 food."
Revised,Lookout,Bubulcus Expansion,B,38,Minor Improvement,,Future Building Site,,3,Play in Round 4 or Before,,Points Provider,"Up until all other farmyard spaces are used, you cannot use the unused spaces that are orthogonally adjacent to your house."
Revised,Lookout,Bubulcus Expansion,B,40,Minor Improvement,,Brewery Pond,,-1,2 Occupations,,Goods Provider,"Each time you use the ""Fishing"" or ""Reed Bank"" accumulation space, you also get 1 grain and 1 wood."
Revised,Lookout,Bubulcus Expansion,B,41,Minor Improvement,,Hauberg,3 Food,,3 Occupations,,Goods Provider,"Alternate placing 2 wood and 1 wild boar on the next 4 round spaces. You decide what to start with. At the start of these rounds, you get the goods."
Revised,Lookout,Bubulcus Expansion,B,42,Minor Improvement,,Forest Inn,"1 Clay,1 Reed",,Play in Round 6 or Before,,Goods Provider,"This is an action space for all. A player who uses it can exchange 5/7/9 wood for 8 wood and 2/4/7 food. When another player uses it, they must first pay you 1 food."
Revised,Lookout,Bubulcus Expansion,B,43,Minor Improvement,,Chophouse,2 Wood/2 Clay,1,,,Food Provider,"Each time you use the ""Grain/Vegetable Seed"" action space, place 1 food on each of the next 3/2 round spaces. At the start of these rounds, you get the food."
Revised,Lookout,Bubulcus Expansion,B,44,Minor Improvement,,Chick Stable,1 Wood/1 Clay,,,,Food Provider,"Add 3 and 4 to the current round and place 2 food on each corresponding round space. At the start of these rounds, you get the food."
Revised,Lookout,Bubulcus Expansion,B,46,Minor Improvement,,Club House,3 Wood/2 Clay,1,,,Food Provider,"Place 1 food on each of the next 4 round spaces and 1 stone on the round space after that. At the start of these rounds, you get the respective good."
Revised,Lookout,Bubulcus Expansion,B,48,Minor Improvement,,Forest Stone,2 Wood/1 Stone,1,1 Occupation,,Food Provider,"Place 2 food on this card. Each time you use a wood accumulation space, move 1 of these food to your supply. Each time you use a stone accumulation space, add 2 food to this card."
Revised,Lookout,Bubulcus Expansion,B,49,Minor Improvement,,Scales,1 Wood,,No Occupation,,Food Provider,"Each time after you place an improvement or occupation in front of you, if you then have the same number of improvements and occupations in play, you get 2 food."
Revised,Lookout,Bubulcus Expansion,B,51,Minor Improvement,,Digging Spade,1 Wood,,Play in Round 7 or Later,,Food Provider,"Each time you use a clay accumulation space, you also get a number of food equal to the number of wild boar in your farmyard."
Revised,Lookout,Bubulcus Expansion,B,52,Minor Improvement,,Growing Farm,"2 Clay,1 Reed",2,see below,,Food Provider,"You can only play this card if you have at least as many pasture spaces as the number of completed rounds. If you do, you get a number of food equal to the current round."
Revised,Lookout,Bubulcus Expansion,B,53,Minor Improvement,,Sculpture Course,1 Grain,,,,Food Provider,"At the end of each round that does not end with a harvest, you can use this card to exchange your choice of 1 wood for 2 food, or 1 stone for 4 food."
